"SITE_ID","LAT_DD83","LON_DD83","XCOORD","YCOORD","AG_ECO3_NM","AG_ECO9_NM","MISS_BASIN_NM","MAJ_BAS_NM","FS_EW","EPA_REG","STRAH_CAT","NARS_OWN","NRS13_EVAL","NRS13_MDC","NRS13_PNL","NRS13_SF","NRS13_STRA","NRS13_TNT","NRS13_URBN","NRS13_VST","NRS13_WGTD","WGT13_ALL","WGT13_CAT","ANC_COND","ANC","DOC","PH","SAL_COND","COND","NTL_COND","NTL_UG_L","PTL_COND","PTL","BENT_MMI_COND","MMI_BENT","OE_SCORE","OE_COND","INSTRMCVR_COND","L_XFC_NAT","BEDSED_COND","LRBS_USE","RIPDIST_COND","W1_HALL","RIPVEG_COND","L_XCMGW","FISH_MMI_COND","MMI_FISH","ENT_1X_CCE_100ML","ENT_1X_STV_COND","MICX_COND","MICX_RESULT","MICX_MDL","MICX_RL","MICX_FLAG","HG_COND","MERCURY_RESULT","MERCURY_MDL","MERCURY_RL","MERCURY_FLAG","PUBLICATION_DATE"
"VTRS-1061","43.82188","-72.64266","1852709","936499.5","Eastern Highlands","Northern Appalachians",NA,"New England Region",NA,"Region_1","SmallStreams","Private","Target_Sampled","VT_RiverStream_NAP","Base_RiverStream","Include","VT","Target","NonUrban","1","182.4371","390.93665","VT_RiverStream","None","272.28","1.09","7.36","Good","44.2","Good",143,"Good","15","Good","68.28","0.78738296141722064","O/E<0.8","Fair","-0.641718964","Fair","-1.142147866","High","2.23381623376623","Fair","-0.029188389","Good","76.66","328.822917892256","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Does Not Exceed 300 ng Hg/g ww","31.9","3.34","18.5",NA,2017-10-12
"WVSS-1043","39.65962","-80.59558","1304017","347969.6","Eastern Highlands","Southern Appalachians","Ohio Region","Ohio-Tennessee Region",NA,"Region_3","SmallStreams","Private","Target_Sampled","WV_SmallStreams_SAP","Base_NewSmallStreams","Include","WV","Target","NonUrban","1","3267.10247","1633.55124","WV_SmallStreams","None","1306.48","1.74","7.96","Good","176","Fair",426,"Poor","46","Fair","39.55","0.75250925798973756","O/E<0.8","Poor","-0.892173573","Good","-0.810441773","Moderate","0.83335","Fair","-0.079497211","Poor","41.41","988.931707523453","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Does Not Exceed 300 ng Hg/g ww","81.8","3.53","19.5",NA,2017-10-12
"MDSS-1081","38.76444","-75.73556","1731168","326996.7","Plains and Lowlands","Coastal Plains",NA,"Mid-Atlantic Region",NA,"Region_3","SmallStreams","Private","Target_Sampled","MD_SmallStreams_CPL","Base_NewSmallStreams","Include","MD","Target","NonUrban","1","2976.21864","397.31242","MD_SmallStreams","None","299.53","1.9","7.16","Good","182","Poor",10425,"Fair","74","Poor","38.02","1.0650958212305224","O/E>=0.9","Good","-0.147353685","Good","-1.230390362","Low","0.0909090909090909","Good","0.1302606487","Fair","49.06","3547.73074313575","Above Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Does Not Exceed 300 ng Hg/g ww","61.9","3.17","17.5",NA,2017-10-12
"NDSS-1133","46.27863","-104.0273","-619355.2","1007161","Plains and Lowlands","Northern Plains","Upper Missouri Region","Missouri Region",NA,"Region_8","SmallStreams","Private","Target_Sampled","ND_SmallStreams_NPL","Base_NewSmallStreams","Include","ND","Target","NonUrban","1","135.74428","17.5013","ND_SmallStreams","None","5367.66","13.66","8.32","Poor","5790","Poor",1084,"Fair","79","Poor","33.03","1.2661641509352382","O/E>=0.9","Good","-0.646066292","Fair","-2.765716288","High","1.96973181818182","Good","-0.717110229","Not Assessed",NA,"472.460513458373","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Does Not Exceed 300 ng Hg/g ww","206","3.09","17.1",NA,2017-10-12
"SDSS-1201","43.04438","-98.72007","-220398.5","624028","Plains and Lowlands","Northern Plains","Upper Missouri Region","Missouri Region",NA,"Region_8","SmallStreams","Private","Target_Sampled","SD_SmallStreams_NPL","Base_NewSmallStreams","Include","SD","Target","NonUrban","1","226.77643","55.00258","SD_SmallStreams","None","1788.7","3.69","8.37","Poor","2380","Good",335,"Good","40","Poor","21.62","0.83614255050946817","O/E<0.9","Poor","-1.256062854","Fair","-3.173540303","High","1.78032272727273","Good","-0.406915415","Fair","41.46","5104.89109121011","Above Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Not Assessed",NA,NA,NA,NA,2017-10-12
"COSS-1111","40.16962","-106.5673","-890279","348743.9","West","Western Mountains",NA,"Upper Colorado Region","West","Region_8","SmallStreams","USFS","Target_Sampled","CO_SmallStreams_WMT","Base_NewSmallStreams","Include","CO","Target","NonUrban","1","9634.46743","1540.03004","CO_SmallStreams","None","362.21","9.95","7.41","Good","50.6","Poor",349,"Poor","70","Poor","15.32","0.49437889174297434","OE<0.5","Poor","-0.920818754","Poor","-1.081911626","Low","0.136363636363636","Good","-0.105130343","Poor","47.77","20.0404456626201","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Does Not Exceed 300 ng Hg/g ww","117","3.31","18.3",NA,2017-10-12
"TXLS-1117","31.4733","-100.4694","-422920.5","-663714.1","Plains and Lowlands","Southern Plains",NA,"Rio Grande-Texas-Gulf Region",NA,"Region_6","LargeStreams","Private","Target_Sampled","TX_LargeStreams_SPL","Base_NewLargeStreams","Include","TX","Target","Urban","1","1903.99697","356.68223","TX_LargeStreams","None","5736.92","13.73","8.09","Poor","2060","Poor",2375,"Poor","421","Fair","24.32","0.93026632511506657","O/E>=0.9","Good","-0.521564691","Poor","-2.66225132","High","1.61364545454545","Good","-0.008069472","Poor","37.27","4424.44015959285","Above Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Does Not Exceed 300 ng Hg/g ww","39","3.03","16.8",NA,2017-10-12
"WARM-1005","48.05018","-119.6806","-1762100","1397594","West","Xeric",NA,"Pacific Northwest Region",NA,"Region_10","RiversMajor","Private","Target_Sampled","WA_RiversMajor_XER","Base_NewRiversMajor","Include","WA","Target","NonUrban","1","418.98508","146.00531","WA_RiversMajor","None","1054.6","1.7","8.02","Good","126.1","Good",166,"Good","18","Poor","21.72","0.53173718848554941","O/E<0.8","Good","-0.976934698","Poor","-2.228357283","High","1.78038181818182","Good","-0.30819542","Not Assessed",NA,"14.8698772457619","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Does Not Exceed 300 ng Hg/g ww","130","3.41","18.9",NA,2017-10-12
"WVSS-1045","38.22115","-81.88153","1219861","171606.4","Eastern Highlands","Southern Appalachians","Ohio Region","Ohio-Tennessee Region",NA,"Region_3","SmallStreams","Private","Target_Sampled","WV_SmallStreams_SAP","Base_NewSmallStreams","Include","WV","Target","NonUrban","1","3267.10247","1633.55124","WV_SmallStreams","None","657.2","2.08","7.48","Good","126","Fair",301,"Poor","32","Fair","38.33","0.92642419312107271","O/E>=0.9","Good","-0.588839621","Good","-0.941141164","Low","0.0681818181818182","Good","-0.06036731","Fair","56.2","2826.86392330001","Above Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Does Not Exceed 300 ng Hg/g ww","206","3.19","17.7",NA,2017-10-12
"WVSS-1047","39.56015","-79.75748","1376186","348794.7","Eastern Highlands","Southern Appalachians","Ohio Region","Ohio-Tennessee Region",NA,"Region_3","SmallStreams","Private","Target_Sampled","WV_SmallStreams_SAP","Base_NewSmallStreams","Include","WV","Target","NonUrban","1","3267.10247","1633.55124","WV_SmallStreams","ACID-AMD","-351.56","1.02","3.57","Fair","654","Fair",370,"Poor","44","Poor","12.22","0.18978579075661997","OE<0.5","Fair","-0.472018776","Fair","-1.24966054","Moderate","0.469713636363636","Good","0.142872758","Not Assessed",NA,"86.1600045064737","Below Human Health Threshold","<= 10 ug/L","0.111",NA,"0.15","L","Not Assessed",NA,NA,NA,NA,2017-10-12
"AZLS-1072","33.71384","-110.8185","-1358233","-317674.8","West","Xeric",NA,"Lower Colorado Region","West","Region_9","LargeStreams","USFS","Target_Sampled","AZ_LargeStreams_XER","Base_NewLargeStreams","Include","AZ","Target","NonUrban","1","184.5805","11.50004","AZ_LargeStreams","None","4769.17","0.76","8.43","Fair","517","Good",83,"Fair","53","Fair","54.67","1.0813703599334845","O/E>=0.9","Fair","-0.581246868","Good","-1.057224907","Moderate","0.6667","Poor","-1.293204657","Poor","41.08","331.302659940261","Below Human Health Threshold","<= 10 ug/L","0.158",NA,NA,NA,"Does Not Exceed 300 ng Hg/g ww","82.6","3.2","17.7",NA,2017-10-12
"COSS-1114","39.15753","-107.7973","-1007449","248392","West","Western Mountains",NA,"Upper Colorado Region","West","Region_8","SmallStreams","USFS","Target_Sampled","CO_SmallStreams_WMT","Base_NewSmallStreams","Include","CO","Target","NonUrban","1","9634.46743","1540.03004","CO_SmallStreams","None","1172.74","7.06","8.03","Good","123.7","Fair",243,"Poor","44","Fair","49.67","1.2427630173170316","O/E>=0.9","Good","-0.158583644","Good","-0.819873611","Moderate","0.33335","Good","0.1069785722","Fair","74.03","40.1381746321738","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Does Not Exceed 300 ng Hg/g ww","40.4","3.27","18.1",NA,2017-10-12
"NDR9-0909","46.76208","-97.19334","-91508.31","1035141","Plains and Lowlands","Temporate Plains",NA,"Souris-Red-Rainy Region",NA,"Region_8","RiversOther","Private","Target_Sampled","ND_Rivers_ND_5th","Base_09River","Include","ND","Target","NonUrban","1","1","188.24352","ND_RiversOther","None","6430.79","11.73","8.39","Fair","1811","Poor",2978,"Poor","641","Good","42.2","0.96841624543571303","O/E>=0.9","Good","-0.534887652","Poor","-2.283753188","High","2.12131363636364","Good","0.0285527684","Poor","29.21","483.364905823122","Below Human Health Threshold","<= 10 ug/L","0.102",NA,"0.15","L","Does Not Exceed 300 ng Hg/g ww","250","2.61","14.5",NA,2017-10-12
"SCR9-0904","34.57048","-81.77745","1289748","-231339.8","Eastern Highlands","Southern Appalachians",NA,"South-Atlantic Region",NA,"Region_4","RiversOther","Private","Target_Sampled","SC_Rivers_SC_3rd4th","Base_09River","Include","SC","Target","NonUrban","1","1","477.09642","SC_RiversOther","None","518.33","1.63","7.65","Good","102","Poor",1676,"Poor","165","Poor","15.33","0.16690777005040353","OE<0.5","Good","-0.650457577","Poor","-2.025989593","Moderate","0.393945454545455","Good","0.043987098","Poor","42.51","368.582893873009","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Does Not Exceed 300 ng Hg/g ww","50.9","2.8","15.5",NA,2017-10-12
"VTRS-1005","44.31131","-72.10034","1881246","1000049","Eastern Highlands","Northern Appalachians",NA,"New England Region",NA,"Region_1","LargeStreams","Private","Target_Sampled","VT_RiverStream_NAP","Base_NewRiverStream2","Include","VT","Target","NonUrban","1","182.4371","390.93665","VT_RiverStream","None","1954.93","2.43","8.12","Good","242","Poor",508,"Fair","31","Good","79.58","0.99506967012887371","O/E>=0.9","Good","-0.499189902","Poor","-0.978042484","Moderate","0.909127272727273","Good","0.1112013928","Good","60.5","706.747333115225","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Does Not Exceed 300 ng Hg/g ww","44.9","3.18","17.6",NA,2017-10-12
"WARM-1002","48.13943","-119.0654","-1714874","1395883","West","Xeric",NA,"Pacific Northwest Region",NA,"Region_10","RiversMajor","Private","Target_Sampled","WA_RiversMajor_XER","Base_NewRiversMajor","Include","WA","Target","NonUrban","1","418.98508","146.00531","WA_RiversMajor","None","1055.81","1.63","8.03","Good","124.6","Good",139,"Good","16","Poor","8.73","0.31876876129390636","OE<0.5","Not Assessed","-1.016086822","Poor","-2.493398634","Moderate","1.29551363636364","Good","-0.320406941","Not Assessed",NA,"40.9373366678362","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Does Not Exceed 300 ng Hg/g ww","97","3.7","20.5",NA,2017-10-12
"WVS9-0926","38.46936","-82.27878","1181778","194110","Eastern Highlands","Southern Appalachians","Ohio Region","Ohio-Tennessee Region",NA,"Region_3","SmallStreams","Private","Target_Sampled","WV_Streams_WV_2nd","Base_09Stream","Include","WV","Target","NonUrban","1","1","1618.00589","WV_SmallStreams","None","2385.32","2.63","8.2","Good","365","Fair",390,"Poor","42","Poor","0","0.33749276878474577","OE<0.5","Good","-0.477911599","Fair","-0.945186379","High","2.65911363636364","Fair","-0.151530964","Poor","43.3","6500.38565576405","Above Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Does Not Exceed 300 ng Hg/g ww","152","3.17","17.5",NA,2017-10-12
"GAR9-0906","32.0082543","-83.29546049","1191087.918","-534350.756","Plains and Lowlands","Coastal Plains",NA,"South-Atlantic Region",NA,"Region_4","RiversMajor","Private","Target_Sampled","GA_Rivers_GA_6th","Base_09River","Include","GA","Target","NonUrban","1","1","186.85932","GA_RiversMajor","None","643.94","2.44","7.66","Good","124.3","Fair",931,"Poor","104","Good","69.22","1.3221859993151961","O/E>=0.9","Good","0.0158929591","Good","-1.520031479","Moderate","0.446977272727273","Good","0.1578824192","Fair","50.59","443.919707590603","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Exceeds 300 ng Hg/g ww","425","2.7","14.9",NA,2017-10-12
"SCS9-0921","34.7692","-83.01151","1175542","-225348","Eastern Highlands","Southern Appalachians",NA,"South-Atlantic Region",NA,"Region_4","LargeStreams","Private","Target_Sampled","SC_Streams_SC_3rd4t","Base_09Stream_RVT","Include","SC","Target","NonUrban","2","1","2420.35677","SC_LargeStreams","None","287.21","0.99","7.39","Good","43.5","Fair",449,"Poor","44","Poor","12.75","0.4881839640238117","OE<0.5","Good","-0.335956639","Not Assessed",NA,"Moderate","0.545454545454545","Good","0.1657028554","Fair","52.23","555.046883308796","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Exceeds 300 ng Hg/g ww","516","3.89","21.6",NA,2017-10-12
"ILS9-0922","39.34781","-88.05272","677840.8","235465.3","Plains and Lowlands","Temporate Plains","Ohio Region","Ohio-Tennessee Region",NA,"Region_5","SmallStreams","Private","Target_Sampled","IL_Streams_IL_1st2n","Base_09Stream","Include","IL","Target","NonUrban","1","1","976.19922","IL_SmallStreams","None","1897.49","6.26","7.96","Good","416","Fair",1175,"Poor","266","Poor","7.98","0.49962280323221098","OE<0.5","Good","-0.577499695","Fair","-2.018509864","High","1.53031818181818","Poor","-0.749136614","Fair","48.58","5273.81180763964","Above Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Does Not Exceed 300 ng Hg/g ww","149","3.28","18.2",NA,2017-10-12
"CARO-1042","37.39213","-120.7909","-2149544","269883.1","West","Xeric",NA,"California Region",NA,"Region_9","RiversOther","Private","Target_Sampled","CA_RiversOther_XER","Base_NewRiversOther","Include","CA","Target","Urban","1","762.43822","127.05043","CA_RiversOther","None","720","1.94","7.3","Good","118","Poor",1580,"Good","33.4","Poor","25.63","0.38204358303484898","OE<0.5","Good","-0.706938935","Fair","-0.716539172","High","1.90912727272727","Good","-0.150134068","Not Assessed",NA,"436.596522139177","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Not Assessed",NA,NA,NA,NA,2017-10-12
"NDRM-1002","46.41016","-100.6711","-359976.6","1004421","Plains and Lowlands","Northern Plains","Upper Missouri Region","Missouri Region",NA,"Region_8","RiversMajor","DOD","Target_Sampled","ND_RiversMajor_NPL","Base_NewRiversMajor","Include","ND","Target","NonUrban","1","383.83474","107.72915","ND_RiversMajor","None","6469","20.86","8.46","Poor","3010","Poor",2680,"Poor","282","Fair","46.45","0.66446373419579463","O/E<0.8","Poor","-1.837272689","Poor","-2.028458827","Moderate","0.939440909090909","Poor","-2","Poor","31.66",NA,"Not Assessed","Not Detected",NA,"0.1",NA,"ND","Does Not Exceed 300 ng Hg/g ww","217","3.81","21.1",NA,2017-10-12
"NVLS-1069","41.99317","-117.528","-1756087","703121.4","West","Xeric",NA,"Great Basin Region","West","Region_9","LargeStreams","USFS","Target_Sampled","NV_LargeStreams_XER","Base_NewLargeStreams","Include","NV","Target","NonUrban","1","950.49961","43.35576","NV_LargeStreams","None","1527.38","2.28","8.38","Good","232","Good",201,"Poor","134","Poor","36.25","0.91286552147643496","O/E>=0.9","Poor","-0.783714109","Good","-0.625788537","Moderate","0.42425","Fair","-0.570100974","Poor","0","763.22107137949","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Not Assessed",NA,NA,NA,NA,2017-10-12
"NVR9-0917","41.00565","-117.3393","-1765572","591900.4","West","Xeric",NA,"Great Basin Region",NA,"Region_9","RiversMajor","BLM","Target_Sampled","NV_Rivers_NV_7th+","Base_09River","Include","NV","Target","NonUrban","1","1","64.03884","NV_RiversMajor","None","3163.55","4.51","8.5","Good","354","Fair",513,"Poor","196","Fair","46.92","0.64693010518814298","O/E<0.8","Good","-0.795880017","Fair","-1.259300192","High","1.79168333333333","Good","-0.181829111","Not Assessed",NA,"215.922345535932","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Not Assessed",NA,NA,NA,NA,2017-10-12
"WYRO-1034","41.02374","-107.504","-957279.2","452874.8","West","Xeric",NA,"Upper Colorado Region",NA,"Region_8","RiversOther","Private","Target_Sampled","WY_RiversOther_XER","Base_NewRiversOther","Include","WY","Target","NonUrban","1","769.50019","216.07812","WY_RiversOther","None","787.15","3.7","7.86","Good","93.4","Good",181,"Good","44","Fair","55.63","1.0607454648090311","O/E>=0.9","Good","-0.706938935","Good","-0.113197591","Moderate","0.477286363636364","Good","-0.361510743","Good","81.39","167.362720992035","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Does Not Exceed 300 ng Hg/g ww","47","3.41","18.9",NA,2017-10-12
"CALS-1115","39.98053","-121.9723","-2171179","576559.8","West","Xeric",NA,"California Region",NA,"Region_9","LargeStreams","Private","Target_Sampled","CA_LargeStreams_XER","Base_NewLargeStreams","Include","CA","Target","NonUrban","1","1437.68137","126.91308","CA_LargeStreams","None","1600","1.08","8.2","Good","168","Good",124,"Good","21","Good","79.27","0.8521847517410801","O/E<0.9","Good","-0.363785732","Good","-0.544200292","Low","0","Good","0.180282312","Not Assessed",NA,"2676.05463934868","Above Human Health Threshold","<= 10 ug/L","0.204",NA,NA,NA,"Not Assessed",NA,NA,NA,NA,2017-10-12
"CAS9-0923","39.59862885","-120.99716065","-2102711.65","513365.184","West","Western Mountains",NA,"California Region",NA,"Region_9","SmallStreams","Private","Target_Sampled","CA_Streams_CA_1st","Base_09Stream","Include","CA","Target","NonUrban","1","1","1990.79343","CA_SmallStreams","None","196","0.5","7.38","Good","20","Good",20.8,"Good","6.9","Fair","49.18","1.0944069907848806","O/E>=0.9","Good","-0.384815394","Good","-0.109879777","Low","0.0757590909090909","Good","-0.008572536","Good","87.48","248.268584442333","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Does Not Exceed 300 ng Hg/g ww","93.7","3.12","17.3",NA,2017-10-12
"TXRO-1078","31.53799","-100.1848","-395689.3","-657746.2","Plains and Lowlands","Southern Plains",NA,"Rio Grande-Texas-Gulf Region",NA,"Region_6","RiversOther","Private","Target_Sampled","TX_RiversOther_SPL","Base_NewRiversOther","Include","TX","Target","NonUrban","1","853.73483","207.36594","TX_RiversOther","None","1624.89","6.98","8.31","Poor","2390","Poor",3463,"Poor","138","Good","38.93","0.77744857893174024","O/E<0.8","Good","-0.827874927","Fair","-1.244199378","Low","0.250009090909091","Fair","-0.581246868","Poor","34.4","410.188968080387","Below Human Health Threshold","<= 10 ug/L","0.133",NA,"0.15","L","Does Not Exceed 300 ng Hg/g ww","161","3.94","21.8",NA,2017-10-12
"ORRM-1006","44.82284","-119.85","-1863266","1054259","West","Western Mountains",NA,"Pacific Northwest Region",NA,"Region_10","RiversMajor","Private","Target_Sampled","OR_RiversMajor_WMT","Base_NewRiversMajor","Include","OR","Target","NonUrban","1","245.05481","89.54035","OR_RiversMajor","None","1236.21","2.04","8.09","Good","131.1","Fair",144,"Poor","58","Fair","40.85","0.95380460168121894","O/E>=0.9","Fair","-0.710978911","Fair","-0.01032934","Moderate","1.18186363636364","Fair","-0.446447948","Not Assessed",NA,"725.745530342528","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Does Not Exceed 300 ng Hg/g ww","252","3.22","17.9",NA,2017-10-12
